x1,x2,y
-0.7405825,-0.3447015,0
-1.6068454,-2.2647412,0
0.0025523773,1.0514812,0
0.7171734,0.81776935,0
-1.2315524,-0.926267,0
-0.4794994,-0.49928623,0
1.3996975,1.938833,0
-1.0018092,-0.6715736,0
0.2784491,0.4562268,0
-0.5905996,-0.8299131,0
0.8162904,0.06763944,0
-0.025974378,-0.884067,0
-0.057906628,0.91655016,0
2.1685054,1.6243259,0
-0.79055303,-0.9692678,0
-0.7136012,-1.5434054,0
0.44108108,1.260172,0
0.90979207,0.9465486,0
-0.25282815,0.72978616,0
0.9912516,1.0637832,0
-1.304242,-0.3734723,0
-0.47936758,0.12651023,0
-0.15699658,1.265081,0
-0.84527326,-0.21322589,0
-1.9359622,-1.657228,0
-0.45054677,0.1610447,0
-0.92668855,-1.8447008,0
1.2369071,1.7600002,0
0.042319372,0.1328111,0
-1.9574872,-2.030813,0
-0.4669268,0.47777706,0
0.6216735,0.78511465,0
0.040989567,0.20837146,0
0.12865096,-0.6822704,0
0.60069066,0.19170919,0
1.0921601,1.3964312,0
1.0263222,0.1940834,0
1.7025045,1.3396974,0
1.0028541,1.256567,0
-0.6870134,-1.0521024,0
0.8847534,0.5514676,0
-0.35073337,-0.8893948,0
-0.2659049,-0.7388486,0
1.7068107,2.8537998,0
-0.6911666,-0.8620289,0
-0.18559611,-0.06616735,0
-1.4444338,-1.6798913,0
-0.1847415,-0.35773033,0
0.37986246,0.7248438,0
-0.2983776,-0.6470235,0
-1.2851459,-3.2817016,0
-1.0199223,-1.8146462,0
0.45231202,0.9332623,0
-1.4368783,-0.42208672,0
0.5135802,2.0512133,0
0.72815937,1.0311418,0
-1.3882982,-1.273501,0
-0.3776693,0.31014287,0
0.24190387,-0.48408368,0
-1.6167767,-0.7238488,0
-0.92021173,-0.5153199,0
-1.670573,-0.8205878,0
-1.545804,-1.1176518,0
1.3184098,1.9663997,0
-1.2060568,-0.42853764,0
-1.1827928,-2.032791,0
2.19252,3.036245,0
-0.90941375,-0.7593783,0
0.3124361,1.6870421,0
-0.6319934,0.99509215,0
-0.94106364,-0.022292718,0
2.0697358,2.5848737,0
1.0077835,0.14568517,0
-0.8359353,1.2632167,0
1.0709006,-0.1325389,0
-0.9022236,-1.4734601,0
-0.63288957,0.6265957,0
-1.3894916,-0.8203676,0
-1.1705319,-1.1474546,0
1.1192647,1.0837636,0
0.3413061,0.39010748,0
-0.17735945,0.22248122,0
-0.7903771,-1.1632,0
0.09276471,0.3543643,0
-1.0901327,-1.3017476,0
1.471548,2.2057843,0
1.3282768,1.0732428,0
0.18582986,0.6542351,0
1.1722578,2.1707134,0
-0.12773162,0.77842474,0
-0.87212664,1.2784097,0
-0.16688775,-0.3153799,0
1.4027123,-0.2855459,0
-1.2377968,-2.1968663,0
-0.6627965,0.032941826,0
-0.8381934,-0.7883545,0
0.31036705,0.8261423,0
0.5251263,-0.552662,0
0.58777314,1.1114597,0
-0.10574276,-1.8189723,0
-0.30763617,-0.43243566,0
-1.016593,-0.89981496,0
-0.21881995,0.52100223,0
-1.6039646,-0.69406736,0
-0.33083838,0.113118544,0
-1.8076763,-1.8008697,0
0.38485238,0.80007493,0
0.3860982,1.1615518,0
0.73509586,0.6006691,0
-0.9465737,-1.5033488,0
-0.02008793,0.37692192,0
-0.013204042,-0.94325376,0
-1.0144507,-1.0354536,0
-0.57181805,0.040608514,0
-1.0458415,-0.76635695,0
-1.1027344,-0.8361152,0
1.5330075,0.6740113,0
1.097552,0.43539053,0
1.0671549,-0.5314733,0
-0.3947346,0.15180327,0
-0.7615036,-0.72789544,0
0.25852704,1.8228469,0
0.84851575,0.5199424,0
0.46580312,-0.6016134,0
1.2429965,1.2792383,0
-0.91837025,-1.1887001,0
-0.64929646,-0.24129832,0
0.030052744,-0.59323853,0
-0.9587784,-1.0878018,0
1.31096,0.5451251,0
-1.0251218,-0.92338705,0
0.23647012,0.99352604,0
-0.7802897,-0.74105096,0
1.1409432,1.0829573,0
0.015093379,-0.6583114,0
-2.4151328,-2.4630406,0
1.5275317,0.41357088,0
-1.0335714,-1.0927163,0
0.23361628,-0.25885707,0
-0.8191018,-0.5491859,0
1.1557257,0.8493378,0
1.0576049,1.3868515,0
-0.32729426,0.34669912,0
-0.8561946,-0.25720298,0
1.9399225,1.430189,0
1.597286,0.562492,0
0.4205026,1.1648833,0
-1.3105768,-0.23988588,0
-0.7255285,-0.33951628,0
0.41320616,0.1936808,0
0.6297587,0.037602615,0
1.2056347,1.2917806,0
-0.8956716,-1.6350608,0
0.79709285,1.5267762,0
0.7439819,-0.46317106,0
1.0612038,-0.65628815,0
-0.077392645,-0.38543683,0
1.162756,1.2740445,0
-0.022440385,0.9729568,0
0.48631606,0.8235902,0
0.782808,1.0644305,0
-0.9858346,-0.37910098,0
-0.5025999,-1.3675556,0
-2.380142,-1.1541327,0
-0.07217774,0.12885305,0
-0.350533,-1.5267886,0
0.009956149,0.3406364,0
-0.6962706,-0.326043,0
0.732156,1.4260705,0
-1.0600772,-0.7270144,0
0.9436731,0.19262847,0
0.02795972,0.2978482,0
1.2367253,0.8918678,0
-0.60326564,-0.3235894,0
1.592279,0.12957858,0
0.97092843,-0.34253085,0
1.2872018,1.7424781,0
0.23252748,-0.6638783,0
0.34426332,0.26081225,0
-0.7081316,0.036938567,0
0.50344414,-1.1749412,0
-0.14515945,-0.4137675,0
0.23895954,0.16205016,0
0.44939685,0.10702433,0
-1.2702658,-0.5426851,0
-1.6395661,-1.0010191,0
-0.8948189,-0.6068021,0
0.8005678,1.5461984,0
0.33883372,0.24766394,0
1.6166024,1.2351959,0
-2.7571151,-3.019142,0
-1.1731876,-0.34368163,0
-0.29619524,-0.6614365,0
-0.05472731,0.2845332,0
0.80632263,-0.10813603,0
0.40089765,1.5305648,0
-0.96108246,-0.44165322,0
-1.023436,-0.80031115,0
0.05984864,1.696184,0
0.16828868,0.40876535,0
-0.69172466,0.26305577,0
0.6218837,-0.38935962,0
1.6934353,1.0361019,0
-1.3582491,-0.38198912,0
0.23359263,-0.013022635,0
-0.79945844,-0.65519524,0
0.9099328,0.22388858,0
-0.6001701,0.20251764,0
-1.408357,-0.8069326,0
-0.026468262,0.88332886,0
1.7685413,1.9529303,0
-0.45544663,-1.0481296,0
0.65554583,1.7981867,0
0.25535607,0.14118734,0
-1.6662327,-1.2040509,0
0.8897256,1.0846099,0
-0.45722535,0.37645984,0
-0.87648606,-1.973813,0
-0.021418182,1.1742291,0
-0.17564234,-0.09917757,0
0.31359684,0.7431203,0
0.42517743,0.54208714,0
0.0970188,-0.29662913,0
1.7371578,0.6934299,0
0.8180053,0.41290092,0
-0.45888704,-0.40956664,0
0.19136715,-0.48562068,0
0.6908417,0.219747,0
1.5549312,0.62577295,0
-1.793149,-1.7228454,0
-0.965995,-0.87586254,0
0.42000797,1.3769925,0
-0.41699344,-0.47844976,0
1.0988256,1.0970201,0
-1.1141056,-0.32839578,0
-0.087672465,-0.26452342,0
0.23760962,0.525284,0
0.88090163,0.86280566,0
1.5504669,2.5471675,0
-0.6924589,-0.89178485,0
0.4123038,0.80312455,0
0.48162752,0.0019797862,0
0.6743888,0.33480722,0
0.84916365,1.4461647,0
1.8548999,1.8298987,0
0.92488647,-0.39120987,0
0.36178538,-1.1393738,0
1.1291221,0.4229893,0
0.6326711,0.23046444,0
-0.7558569,-0.89636207,0
0.2995156,0.19821477,0
0.14400819,-0.41434976,0
-0.5375144,-0.48506302,0
-0.22615246,-0.31024432,0
0.14759906,0.080856286,0
0.6789662,0.75460935,0
-0.5544667,-0.9846575,0
-0.105254374,0.30712804,0
0.44273016,0.13495813,0
-0.12375312,-0.02798576,0
-1.3670437,-1.3239263,0
-0.7507174,-0.8373633,0
-1.3449377,-0.49031857,0
-0.6730153,-1.6552994,0
0.5004331,-0.34756067,0
0.027071638,-0.0319871,0
1.4991497,0.5991838,0
0.85396296,0.7059128,0
-0.6405264,0.2041643,0
-1.2670342,-2.0312471,0
0.023993442,-0.21867691,0
0.8076983,-0.28005037,0
-0.41695789,-0.28137007,0
0.79853517,0.7865388,0
2.0357244,-0.016163066,0
1.151688,0.7576018,0
1.2601631,1.1739454,0
-1.5974259,-1.6564729,0
0.86897767,-0.15898442,0
0.3402929,0.15832222,0
-0.64563054,-1.1317778,0
1.1767536,0.5838608,0
-1.6951383,-0.9049368,0
-0.48540652,1.6210542,0
1.3263055,0.6634106,0
-0.40291873,-0.7673185,0
1.5147597,0.5339246,0
0.35717154,0.12282566,0
0.7756876,-0.17099245,0
-0.4363655,-1.2046878,0
-1.0299517,0.09144176,0
1.6479473,1.1556435,0
0.14301628,0.2793539,0
0.80896425,-0.16370758,0
-0.040732477,-0.36327887,0
-0.59483,-1.1455833,0
1.6348746,0.8295328,0
0.6951969,0.7715812,0
-0.024853766,-1.051812,0
0.4317264,-0.696706,0
-2.7511551,-2.7255585,0
0.42687973,-0.08340755,0
-1.1855491,-0.22638987,0
0.41709268,0.41665992,0
-0.10628767,0.19751799,0
0.71825874,0.92602307,0
-0.3102697,0.8590108,0
1.1999199,1.109509,0
-0.6922059,0.02635123,0
-0.41896662,-0.6350487,0
-0.45435464,0.17173588,0
1.1368237,1.7819822,0
0.26491684,0.97088206,0
-1.5368657,-1.9582978,0
0.2948606,0.40399626,0
-0.20507576,0.6816348,0
-0.6963134,-1.474243,0
1.183053,1.0914474,0
0.36087182,0.8842671,0
-1.1294578,-1.2905369,0
1.3298335,0.8490203,0
-0.2808939,-0.2359331,0
0.3633852,0.022299152,0
-0.71754813,-0.77984047,0
-0.842509,0.07212222,0
1.310613,1.460959,0
0.5667712,0.16971287,0
0.06653222,-0.53477675,0
-0.15294747,1.8029162,0
-2.0313585,-1.3389264,0
1.1860466,0.75032645,0
1.0412376,0.7871414,0
-0.2831371,0.10148071,0
1.0134616,1.668374,0
-0.43760663,0.22001608,0
-0.056283105,0.39246815,0
1.2936883,1.6670511,0
1.060929,0.51101905,0
0.20884624,-0.04721693,0
2.1135833,3.0241964,0
0.74329513,0.55600137,0
0.53742325,0.036969665,0
0.30051604,0.30615216,0
0.9111187,-0.05945732,0
0.34066015,1.1225952,0
0.13333161,-0.16215406,0
-0.87439054,-1.3855455,0
-1.7200711,-1.4345062,0
0.59380084,-0.10438572,0
1.1329027,0.4921367,0
-1.6981065,-0.38108233,0
-0.6411442,-0.9252975,0
0.5178551,-0.9237352,0
1.2390981,0.91990745,0
-1.7818917,-1.5937493,0
-1.1310881,-0.70439553,0
0.8613719,0.8478619,0
1.2808851,0.22200952,0
-0.17439811,-0.0819707,0
-0.53291386,-0.16299467,0
1.3047992,0.4746043,0
0.47551566,0.24619955,0
-1.0463338,-1.0067142,0
0.6452902,0.91079944,0
0.12485523,-0.508925,0
-0.42282274,-1.7625313,0
-0.089092955,0.448176,0
0.26822397,0.33413312,0
2.0283904,1.9235915,0
0.12663725,-0.62042385,0
0.12525675,-0.17501731,0
0.08816046,0.26593325,0
0.07570145,0.38011116,0
-0.09282422,0.8967831,0
0.1794883,-0.7574966,0
0.6133954,1.0316458,0
-1.088068,-1.5051657,0
0.22794436,-0.3466319,0
-1.5180086,-1.320201,0
-0.1482002,0.74050033,0
2.3173409,2.54869,0
1.2516028,1.377118,0
1.026887,0.18403342,0
0.39337182,0.028360128,0
-1.9736503,-2.2192822,0
-2.1865573,-1.5354794,0
0.8699977,-0.31627148,0
-0.71647966,-0.49738717,0
0.74259347,2.27809,0
-0.23463593,-0.30972618,0
-1.4896444,-0.81300634,0
-0.49750987,-0.39608032,0
0.30142707,-1.104783,0
0.66727465,0.40726882,0
-2.7866316,-2.408052,0
0.025866615,0.213143,0
0.23116763,0.678026,0
0.19681136,0.49723,0
-0.3037621,-0.413467,0
0.64307857,0.058625184,0
1.4423858,1.2210938,0
0.59256524,0.32054064,0
0.072365426,0.2192992,0
0.09798943,-0.04537838,0
-1.6649439,-0.5807332,0
0.639771,0.778326,0
0.13701157,-0.56427723,0
-0.30667174,-0.63531685,0
-1.0596392,-1.7623369,0
0.046781324,-0.7293888,0
1.0077398,1.4092747,0
-0.38523418,0.40433568,0
-0.07505457,-1.3585345,0
-0.6707814,-1.5908322,0
0.7423316,0.06151942,0
-0.31554452,-0.23379855,0
-0.69324154,0.8610475,0
0.8146211,0.43199202,0
0.48881358,1.6746053,0
1.0055066,0.92987806,0
0.55152,0.34005088,0
0.39111546,-0.6224376,0
0.292632,0.72397524,0
1.1713881,1.6178932,0
0.40717745,1.0077084,0
0.5089605,-0.08150129,0
0.41384482,1.6911441,0
-0.43038398,-1.0182297,0
-2.2182624,-2.790029,0
0.6399032,1.4800307,0
-0.05597976,0.76606977,0
0.2856185,0.9292952,0
-0.28766406,-0.10142598,0
-0.3458502,-0.9708625,0
0.65601873,0.5706524,0
0.33371,0.31636223,0
-0.321125,-0.6896477,0
0.35595697,0.9970662,0
-2.9723668,-2.4622781,0
-0.58240753,-0.8992219,0
0.48598707,0.9991695,0
-1.6223803,-1.6416497,0
-0.5883301,-0.8226077,0
1.2202941,0.77762526,0
1.1697916,1.2969605,0
-0.08654618,1.0727941,0
-1.234427,-1.3628249,0
-0.25563774,-0.44304264,0
-2.077096,-0.414231,0
0.0737893,-0.5138488,0
0.95319355,0.78916276,0
-0.15468946,-0.23344724,0
0.27919933,0.31313938,0
-0.08202503,-0.25433877,0
1.2691962,1.0016928,0
1.483839,1.298993,0
0.22274876,0.6029992,0
0.44841617,-0.36138424,0
0.44383708,1.3969593,0
0.84910387,1.160951,0
0.08768542,0.040204544,0
-0.38766548,-0.7545275,0
-0.19555627,-0.4241234,0
-0.43322393,-0.6187194,0
0.80799055,0.8818845,0
0.108008824,-0.119835846,0
1.0319586,1.4725671,0
1.4307185,1.3076316,0
0.18698758,0.7709067,0
-0.89628243,-0.093207054,0
1.7867794,1.7117012,0
1.1483641,1.5102133,0
-1.8158705,-2.2924917,0
0.14227739,-1.5929835,0
-0.013117469,0.6072605,0
0.6719486,0.44557834,0
0.0069340756,0.5160774,0
0.49989498,0.1708906,0
0.61792517,0.79702634,0
-0.40105128,-0.77501976,0
-0.471769,-0.3882857,0
-1.4535131,-0.030748624,0
-0.5797347,-0.3855467,0
0.55178744,0.008893153,0
1.1608862,1.0502645,0
0.2584315,0.7344955,0
-0.20361692,0.6171031,0
-0.013252822,-0.4401837,0
1.3570392,-0.4424414,0
-1.1031284,-1.3564714,0
1.5941054,1.6570363,0
1.5513898,0.73870677,0
0.8714014,0.035201035,0
-0.26155403,-0.7499908,0
1.1138656,1.2138134,0
1.2701972,0.8018878,0
-1.4730346,-0.10734188,0
2.4483733,1.286266,0
0.68826723,1.0918753,0
0.6182181,0.9008588,0
1.1359777,1.117739,0
1.7569073,0.36982223,0
0.90866053,1.0975502,0
0.06298785,0.36450738,0
0.7758235,-0.4257879,0
0.19952393,0.23347591,0
-1.3913869,-0.7824919,0
0.072020605,-0.33751768,0
-0.33235514,-1.4904604,0
1.5276989,0.55678064,0
0.019002007,0.5911199,0
0.33484632,1.8366749,0
0.29794505,1.523525,0
0.46053845,0.82188505,0
1.1867139,1.0635133,0
0.2805633,1.1005882,0
0.809501,1.303676,0
-1.587456,-1.7049451,0
0.3022649,0.63338673,0
2.5443685,2.4721363,0
-0.24419603,-0.33514223,0
1.1725067,1.2566205,0
-0.8677282,-0.3377198,0
0.60748386,0.3944081,0
0.9716343,-0.021297768,0
1.2006817,0.42022267,0
0.20672658,0.22663155,0
-2.4534721,-1.9176314,0
-0.18050687,-0.6198182,0
-2.096585,-1.0275033,0
0.36139387,-0.06839233,0
0.29733193,0.13940604,0
1.6128871,1.4341661,0
0.1369686,0.7198266,0
-0.01478426,-0.26602972,0
-1.1953685,-0.7949116,0
0.26348698,-0.211583,0
0.72375315,1.1443727,0
-0.18744877,-0.37329593,0
0.22608705,-0.7470354,0
-1.1694221,-0.9054529,0
-0.91294116,-1.6487308,0
0.04025529,-0.41913873,0
-1.9535055,-0.24650271,0
-0.0709514,0.16550483,0
-0.8853309,-1.6518085,0
0.122089595,-0.19083703,0
0.3945414,-0.44645435,0
1.8577687,0.9205107,0
-0.19882125,-0.14434464,0
-0.8714863,-0.52366227,0
-0.90699327,-0.65211725,0
-0.31941646,0.06385128,0
0.16576204,0.36569676,0
-1.2723842,1.0926398,0
0.7984148,1.4811156,0
-0.85279375,-0.587746,0
0.061229203,-0.23317741,0
1.3574115,1.1878254,0
0.4497219,-0.29428652,0
0.039156128,-1.0036429,0
-1.7095894,-0.22973248,0
0.41526198,0.40184936,0
-1.0933536,-2.5697222,0
1.1351712,0.21678534,0
0.24557032,1.068879,0
-0.77284753,-1.1187558,0
-0.5014898,-1.5795954,0
0.12738101,1.0472858,0
-2.4382803,-1.5454384,0
-0.8577819,-0.8834546,0
-1.0892404,-1.2045288,0
-1.3800977,-1.2966912,0
-0.096155524,-1.2000198,0
-0.0027566408,0.42223427,0
1.2082741,1.3841431,0
-0.34183908,-0.5920669,0
0.86656374,0.52849865,0
2.3918884,1.7588165,0
-1.3301499,-2.1917863,0
0.8000046,-0.38141513,0
-1.7305762,-2.17701,0
-0.124228165,0.24818951,0
-0.66229355,1.2700987,0
-0.5559366,-0.63775253,0
1.7002392,1.946082,0
0.47116703,1.0813844,0
0.68597984,-0.08443337,0
-0.72291696,-0.6848805,0
0.46376234,0.06667074,0
0.6276747,0.06402657,0
-0.01506404,-1.1083711,0
0.4564979,-0.20071405,0
-0.7037767,-0.6963699,0
-0.43759987,-1.3187646,0
1.8314748,2.2600534,0
0.891073,-0.2064619,0
-0.59274566,0.0730238,0
0.64938253,0.6094182,0
1.4460802,0.84775585,0
0.010645025,-0.1316035,0
0.56746244,0.04714649,0
-0.8269907,-0.5807874,0
-1.8671981,-2.2829735,0
0.651544,0.62278336,0
1.2968788,0.42836046,0
1.1815753,0.7839009,0
